,Establishment,Rating,Review Count,Address,countryCode,District,Star Rating,Distance,Level,type,image
991,Apartment,9.9,286,Jalovcová 3,cz,Prague 1,4,0.25,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/324862909.jpg?k=ca4c2d615cd9dc3f947934fce48234736311c620279edef191679ab88e959b6f&o=
992,other,0.0,28,Hradební 759/5,cz,Prague 1,4,0.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/237104630.jpg?k=a8299c4ef6ce64f270bbca7bf94422c4264b2286899bbb48a648a48faadcee00&o=
993,Apartment,9.3,28,Rámová,cz,Prague 1,3,0.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/293608160.jpg?k=ae6af469131b2bd81ad0cf4dd32f1a89e5cb4ff6630bbbd09b4e01c2daa60286&o=
994,other,0.0,120,7 Ještědská,cz,Prague,3,9.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/137621500.jpg?k=0a90f9fffe11d8f356311ecb2a87e853a476dce736d31c90c2c3fdc495f3f150&o=
995,other,0.0,596,U strže 1,cz,Prague 4,3,5.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/79723350.jpg?k=596d710922b3e429e641af242d58672cf8790669e39c2226129495ebbb4fbd5d&o=
996,other,9.7,280,1 Jungmannovo náměstí,cz,Prague 1,3,0.45,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/410356508.jpg?k=881968c2af372f2456435481ade182856e9a771aed24fea3faa696d71791b496&o=
997,Apartment,9.6,500,Václavské náměstí 39,cz,Prague 1,4,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/104168713.jpg?k=8b2c2e936b3bbeb9b00932e185eac6b824d911afffe65fdd8035a01104b7d126&o=
998,other,0.0,4262,29 Řehořova Žižkov,cz,Prague 3,3,1.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/128319540.jpg?k=90841572d4731885fb434ca9335b62776489fe73cf0b68500d752a25afe668a7&o=
999,Hotel,0.0,1349,Pod Bruskou 7,cz,Prague 1,5,1.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/182150014.jpg?k=d843a0d44a308fdd913fe833f8dc378879b0ce5d39804c4178c2966df6e3b2bb&o=
1038,Apartment,9.9,546,Jungmannova 25/32,cz,Prague 1,5,0.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/279794046.jpg?k=ca05606b0c20c6b85ea2a0a843ea7d9468c4c5fff8bffb2861ffc8910c966f59&o=
1039,other,0.0,18,Za Poříčskou bránou 354/19,cz,Prague 8,4,1.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/410615560.jpg?k=7576380cc19918edc8f192176fd74d652e79a1a5da9e6a33241fe976888fa99b&o=
1040,Apartment,9.8,401,Šeříková 541/7,cz,Prague 1,4,1.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/258292802.jpg?k=3f12674152f9351be7e2474e2f1d9871ac0053b0cbf1c3795a29bd57410d79fd&o=
1042,Hotel,9.8,328,Veleslavínova 2a/1098 ,cz,Prague 1,5,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/354495326.jpg?k=cd2ddc2db5fd4380dde7e61766ade9dcfd54f482c1fdf2d6de2b123fd150a30c&o=
1043,Apartment,9.9,57,10 Opletalova,cz,Prague 1,3,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/302878958.jpg?k=3f6811a045f8288f708e5c42ec1faea5d9ec0a52b3a32e49b800c1797242bedc&o=
1044,Hotel,0.0,1615,Proti Proudu 6,cz,Prague,3,9.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/206051051.jpg?k=898d126fd3804a5c141ce2bc558d4e90c0995f344ed5139ac9d51d2622960849&o=
1045,Residence,9.3,209,Rimska 45,cz,Prague 2,3,1.7,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/374314069.jpg?k=309dd298a18d715c73ab403c0ecc28daeaed4c8d39b4447b042f635a8d29c2fd&o=
1046,Hotel,0.0,868,Modranská 1107/51,cz,Prague 4,3,4.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/269571009.jpg?k=ea542ade2269f9d50681c078e58be94fcdef4aa88f88343806ea0103f6aa185b&o=
1048,other,9.8,16,"Vojtěšská 4 byt číslo 1, přízemí",cz,Prague 1,0,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/254051342.jpg?k=02832352501ab5953995e1d7fa59c7bb58724d6fbe18714ccdea90f6c87a440c&o=
1049,Apartment,0.0,62,Kubelíkova 40,cz,Prague 3,4,2.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/74423893.jpg?k=a808ba0d392b90bbb8dfebf5a061b61e399f8bca87a94206b31cef9de0ed901a&o=
1052,other,9.5,15,Havelska 524/4,cz,Prague 1,4,0.35,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/230621939.jpg?k=e053100ceb260e1203d723c137a02d9195cf368c530a891f9de50aaed7d69b84&o=
1053,Apartment,9.7,19,Mostecká 21,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/195665632.jpg?k=4d0a0457453d4b86c206c6f9e268e8a8e242ffff3c6d4a070c860b9945013189&o=
1054,Apartment,9.5,52,14 Kollárova,cz,Prague 8,3,2.1,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/308442654.jpg?k=c5dca65879ff230ca0e01af5fc80842c42f28f21a6aec767bbbad4a43ed65988&o=
1055,Apartment,0.0,2,Reznicka 14,cz,Prague 1,2,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/422456091.jpg?k=46a986b303f0f127539bfbd8263c91686922e69b61c3d942efa81fea2716e576&o=
1056,other,0.0,291,"Pod Strání 515, Statenice",cz,Prague,0,9.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/268143018.jpg?k=4bdf18480db58e650c02916575ea71ed769157ebc9e7928f5698f9abf2ea38d7&o=
1057,Apartment,9.6,44,Kroftova 11,cz,Prague 5,3,1.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/260757637.jpg?k=5489f749bb45d909fa108d44e222649addbaa1e07787f5647521f807e7c54ec4&o=
1058,Apartment,0.0,28,Soukenická 26,cz,Prague 1,3,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/248810371.jpg?k=19f7a39d9aa9ffbf53995daee63b2986fd8aa465e1ba3f2ac0ea60ef47762e1b&o=
1059,Apartment,0.0,110,Řehořova 938/15,cz,Prague 3,3,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/123648151.jpg?k=da24644e07c0aa0189115105f41fe84a38c324912ee4a8e0051f806818e373e8&o=
1060,other,0.0,110,649 Bělohorská 2,cz,Prague 6,3,6.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/316228160.jpg?k=390bda173f2a2ce9730279b8300bc56398cec453d985e75cf2d3e264459edacd&o=
1061,Apartment,9.6,3222,Václavské náměstí 36,cz,Prague 1,4,0.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/225868290.jpg?k=53cc4a5b31aa33f5e6cca43f97f232e03fe167eb8025b86bd11dddff9015ad90&o=
1062,other,10.0,5,31 Na Bělidle,cz,Prague 5,3,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/414792763.jpg?k=e3f23667cc43dec6a7fac0ff140e3486a248a79ea067c4987e9c1a12a1001082&o=
1063,Residence,0.0,607,U Mlýnského kanálu,cz,Prague 8,3,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/225301759.jpg?k=c49a14ea26ebea843de7e9ef2c5fc9cc5ec9cb4c5228c5f0500cb1c311607935&o=
1064,other,0.0,556,24 U Průhonu,cz,Prague 7,0,2.8,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/412290844.jpg?k=6e7c815f5da4b20e3b57cbe48d35cd23ee44c478691228862d003d7d65a1bff7&o=
1065,Hotel,0.0,2680,Bečvářova 14,cz,Prague,4,5.3,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/327569736.jpg?k=be0352d9270c95dbf55241f43c854faf8cbed9529ff1f5540093b71a0dcb173c&o=
1066,other,0.0,1108,Stitneho 13,cz,Prague 3,3,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/153716199.jpg?k=83fb8cc78eed469e234c0e2c4eef3e8531f94e9e9c48b0690cddc0f4e9d8ffa0&o=
1067,Hotel,9.6,312,"Na Františku, pier number 8",cz,Prague 1,0,0.6,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/406804077.jpg?k=9911f3ff2ef62e29fe86316c9ff9b3f343ab9d9b0b5e8eed777257b6962972c0&o=
1068,other,0.0,537,U Zličína 198/22,cz,Prague 5,3,10.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/52678659.jpg?k=6f8399b0060cdffa7bb4c8d08049b59b3788db19ef3619d6cb2c7925be781800&o=
1069,Apartment,9.6,7,7 Karlova,cz,Prague 1,3,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/399182607.jpg?k=09cfbf7cfcf6a1b59ab291004e1a9501bfd63bc577e2e5671a69f606e1574e89&o=
1070,other,0.0,2311,Radlická 46/3276,cz,Prague 5,4,2.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/250711444.jpg?k=ff311403ea1370078bc4f38b6033ff2b27e95882e75932ce7c3b6e354c850d85&o=
1071,other,0.0,1224,Borivojova 102/758,cz,Prague 3,0,1.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/211544259.jpg?k=317f35689a5fa30a70dd942625d6af96e996ee56a7affb57693552c65d515603&o=
1072,Apartment,9.4,115,16 Revoluční,cz,Prague 1,5,0.6,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/245175891.jpg?k=a7632242fb5d336b1d53d54ff0138a19d2d6aa3a30a16b1e196bb0620475274a&o=
1073,Apartment,9.6,32,2 Michalská 1 poschodí,cz,Prague 1,3,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/247571277.jpg?k=e0deeae5d1470aa9f8cb387c562726508bcc625ce066dda34c009dc1705a7fe9&o=
1074,Hotel,0.0,170,U Malvazinky 12,cz,Prague 5,3,3.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/25198757.jpg?k=42d74059f8e6ff0c7cc2d8719a79222dce2f66284ed1a0adf7f5d46196de3b97&o=
1075,Hotel,0.0,938,Sídlištní 1/1167,cz,Prague 6,4,5.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/371889479.jpg?k=b7f389b5af8246fed101384dbef811b13554c2f89d2a5701aa69d1931d00da8d&o=
1076,other,0.0,922,676 Tupolevova,cz,Prague,4,8.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/374669189.jpg?k=c076ce21a32626d2955c70b54ca00734852d1bdc8aa11f7cd686e1ab7083c3b3&o=
1077,Hotel,0.0,743,Perunova 16,cz,Prague 3,3,2.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/109106225.jpg?k=09518f5539e141523fe6e256585a7c8abcbf13bc033185c04712ce2e8a3d6328&o=
1078,other,0.0,864,Sokolska 8 and 10,cz,Prague 2,3,0.002,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/77292755.jpg?k=078b1dab2155622f192c29f6a5a336baf5050232a64d53266ffefae1238e6b8a&o=
1079,other,0.0,686,K Zelené Louce 2A,cz,Prague 4,4,7.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/133184282.jpg?k=bbe0313401e7ab1b6e4d02a1ff3cac10c3bb03870fe21990bbc29b98aeed359d&o=
1080,other,9.6,6,Stroupežnického 2327/28,cz,Prague 5,3,2.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/250381776.jpg?k=766b4c52d836b3d9b953cf73f47aa4a6535869dc0d61749a97f1d46a6e0f40c7&o=
1081,Hotel,0.0,5447,Milevská 7,cz,Prague 4,4,4.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/317297189.jpg?k=55cc42820e8e1f094ff079eb11b6632c67b9174ea632e64c325251885732e681&o=
1082,Apartment,9.7,249,Husova 12,cz,Prague 1,4,0.25,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/421853145.jpg?k=28cc664598d3a1cba5e5201dd456111c0b919328634fc7d015047ae6982b7e4a&o=
1083,other,10.0,10,72 Rubešova ,cz,Prague 1,3,1.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/407345872.jpg?k=c805bc109bad5e6887f1eadee538289c6c76b7c2187a4deb8a5edd4203892d99&o=
1084,other,0.0,92,"Strakonická 4A, Smíchovský přístav Houseboat Dock- Ginger",cz,Prague 5,0,2.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/324982582.jpg?k=482551e0d3ee15174ae6e64731da44a0dfadb5cc0f54bbc8c47de0a77866090c&o=
1085,other,0.0,1106,Nádražní 851/42,cz,Prague 5,3,2.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/156248919.jpg?k=09083ed98f8d7e534f4323fa9b35421fbed06955d102b73d0cdb46ff7bcd38c0&o=
1086,Apartment,10.0,3,Platnéřská 13,cz,Prague 1,4,0.35,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/228602676.jpg?k=197ba862283a7a37b0cf5f82bcc0a477dc2faba0e3eaa1cae5becc766d48fea9&o=
1087,Apartment,9.8,32,Na Zderaze 8,cz,Prague 2,3,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/232293712.jpg?k=99e3ee7430950b71d7f60677c672f742ca36f16b826383c0427add5e1cbf10b6&o=
1088,other,9.5,464,74 Malebná,cz,Prague 11,3,8.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/353043758.jpg?k=b076fa2536f0a99eb14082006a0b08d2c566ba5754ea35fd5ff53d855b103ec4&o=
1089,other,9.7,31,48 Křižíkova,cz,Prague 8,3,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/163094084.jpg?k=a80885f841d1e6c64b89f57067e6d18e143b4ac399a5dcc2101694a29eb35c02&o=
1090,Apartment,9.6,174,Pštrossova 25,cz,Prague 1,3,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/47433915.jpg?k=05166f913db8bf0c6b356856eb5d866e0d07afeace9052edf85be67f096ef11f&o=
1091,other,0.0,0,,cz,Prague,3,7.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/368868367.jpg?k=6e5b9d01f373e9819c0505371cc0869e026a926a6e8df6aaba597955c7a24c7c&o=
1092,Apartment,0.0,72,Jirsíkova 540/4,cz,Prague 8,4,1.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/100673337.jpg?k=eaace0078d748828d3aa73269765248ac84e91a67e1df1b5429568c41e1b9b17&o=
1093,other,10.0,7,30 Karlova,cz,Prague 1,4,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/304740804.jpg?k=1b14b32671fcb7c69c0274051fc08d95aaa26c33da0f699cd85387e50923b593&o=
1094,Apartment,0.0,277,1 Kurta Konráda,cz,Prague 9,3,5.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/283610063.jpg?k=dd2cd06afc001d00035850df59aa5ae91f3156a94dc09cec813d9cc83140ae15&o=
1095,Apartment,0.0,23,18 U Rajské zahrady,cz,Prague 3,4,1.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/167751275.jpg?k=a561ebc683a7d53ac6d353d91e4698f28622c09a8d06df83c06e0340a08e829e&o=
1097,Apartment,9.4,76,Krakovská 1352/20,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/77839223.jpg?k=7b9bbb9bddaf2b90deab29edf165761491397e6c30bf71ededcbe7bc697d3867&o=
1098,other,0.0,14,Na Beránku IV. 266.,cz,Prague,4,11.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/390221742.jpg?k=a6360d29f2bddad4e069d7b388ce6754810ff0bf34b6630b299fece42a738d5b&o=
1099,Hotel,0.0,499,Tylovo namesti 15/3,cz,Prague 2,4,1.6,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/269482992.jpg?k=05afb7f5c1399464e85239c829d417c469ad01f4af9c2b08bafc7327334e5b20&o=
1101,other,0.0,66,29 Za Strahovem,cz,Prague 6,3,3.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/316705983.jpg?k=141e0df7d960bd68634aa7f4d26323b253bd044b57929e123a37b579321402fe&o=
1102,Apartment,0.0,59,"Na Přesypu 3, praha 8 apartmán",cz,Prague 8,3,4.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/159240991.jpg?k=9c75bf86539813f5731614904aeac0c6bebf422725b3de0cb9ce11e7bfd0b1af&o=
1103,other,0.0,0,32a Argentinská,cz,Prague 7,3,2.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/412079132.jpg?k=a76cad35002efb4cf0e549ce5adc7ce44dc119e79ec33db57525345431b78f13&o=
1104,Apartment,9.6,62,263 Tržiště,cz,Prague 1,3,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/318826909.jpg?k=ee95bc04ed39fe1122f78a59b0fffdaf3ffe2b22e92e591b9c41d96c8114ddea&o=
1105,Apartment,0.0,665,Olšanská 2898/4E,cz,Prague 3,4,3.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/137013168.jpg?k=ac899d6deef84bb9459556dd5bd8fdfc05fb3ebc84e3dc041adc4307956e4013&o=
1106,Hotel,0.0,1272,Krizikova 42,cz,Prague 8,3,2.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/244765392.jpg?k=9eecc47f22ef88e05fe3b89f4c9e2a13d40cea894d835e1f6348b91934b34376&o=
1107,Apartment,9.6,6,15 Jindřicha Plachty,cz,Prague 5,0,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/239707740.jpg?k=0ad41ad0adb4fdfaff8cf5c60a8542cf01b00fab7478da0d1f1c1ec621c4e665&o=
1108,Hotel,9.8,758,Loretánské nám.8,cz,Prague 1,3,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/291072790.jpg?k=6627c006a4142ef66ed6ac3245e321e9075b1d49685e2570d42788b874eca7ba&o=
1109,Apartment,0.0,0,21 Mostecká,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/416921868.jpg?k=e267947a638740b01e96333737887a291302893eead7f90d66f336b91b4183d9&o=
1110,other,0.0,1769,Legerova 32,cz,Prague 2,3,1.8,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/180136713.jpg?k=177f44644f3e569348d34e1f93b1ac703256182d267c94bf1a85232622f54189&o=
1111,Apartment,0.0,19,Daliborova,cz,Prague,3,8.7,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/348913918.jpg?k=e415623d35c855269d13897b8c147daea994df7c95225a0100716a746bf8c75a&o=
1112,other,9.3,27,72 Římská,cz,Prague 1,3,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/355551032.jpg?k=50f0979fa17c4a8c69d0ed749d6c2e663a0bdf11a261f1cf5f2a02603889f76b&o=
1113,other,0.0,96,16 Podlipného byt,cz,Prague 8,3,4.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/210859313.jpg?k=a47597e7fbfde839766f5b0be1cbe35891467e9effb5527657fd3098d983ae63&o=
1114,Apartment,0.0,133,9 Cimburkova,cz,Prague 3,3,0.002,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/179285564.jpg?k=7a0a54cdcc7f74390c09a81e8480e309698c15f85269477e2928f43a57b89786&o=
1115,other,10.0,3,4 Valdštejnská,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/415150492.jpg?k=797c80c4f26681800be47fa5c37ecd06c74eabb3eacce8c42c2d0a74d7d2a0a5&o=
1116,other,9.9,151,Na Kampě 3,cz,Prague 1,4,0.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/363723712.jpg?k=6d654d027fe9381f225d31fd2a6c0519080640b38a221f9cb006c7f7e250fbed&o=
1117,Apartment,9.6,44,Tržiště 22,cz,Prague 1,3,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/412563858.jpg?k=32b684df009ac95272b1fa29d25355d7466174178c2c48604223fdcb4d47f03c&o=
1118,Apartment,10.0,27,V Kolkovně 8,cz,Prague 1,0,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/240733051.jpg?k=822420341eed00d44bd8a4fd52fd719d58c009113ea45d64610ea8cb927b0fc3&o=
1119,Apartment,9.4,47,Soukenická 26,cz,Prague 1,3,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/39429729.jpg?k=2cccdfe575e4f7c38e7bff8376c0cd21135c89edfd83a8ff42f90fabfa0037b6&o=
1120,Apartment,0.0,40,60 Hlavní,cz,Prague 4,3,6.3,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/260790764.jpg?k=8030e6849a8209291f953e767f9f28d142a843830e1098272459990b95687e14&o=
1121,Apartment,0.0,43,2466 Březenská,cz,Prague 8,3,6.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/361977480.jpg?k=9916ab1fc51b8e0e60f55464fcb9a39b6e61e9e438c9f780894a327c3840400e&o=
1122,other,9.4,20,14 K Chumberku,cz,Prague 6,3,6.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/162700511.jpg?k=812dafd836304eef39f655b3d48296b12df9ef5c0247328a17d06161896666a5&o=
1123,other,0.0,1,12 Břežanská,cz,Prague,2,5.9,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/134199918.jpg?k=26e4a735d68a9ed5da74a18126f2d0678e86fe96b934dc3b38590ae7132b0047&o=
1124,Hotel,0.0,1395,Na Pořící 31,cz,Prague 1,3,1.1,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/349519997.jpg?k=fa8b5097fb0131d9ed57e6c611a07710dd0e545c8a09d2971089174186cea505&o=
1125,Apartment,0.0,173,Moskevská 22,cz,Prague,3,2.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/113190124.jpg?k=b40aec4c2be82aeea158d2fcdbb6f45f0ed6b39266b2b3c92295be3fcb139be1&o=
1126,Apartment,9.8,13,8 Mikulášská,cz,Prague 1,3,0.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/351626813.jpg?k=05615eacb9a5efd632290c6cbe50cb8375c5d42681bee7cff4f0f4b5f8a721b0&o=
1127,Apartment,9.6,230,29 Staroměstské náměstí,cz,Prague 1,4,0.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/321208624.jpg?k=5461b18b3f0a42840f8a003c3294d7762021501717116193633a2dd61999bfb4&o=
1128,Apartment,0.0,378,43 Ječná,cz,Prague 2,3,1.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/216981155.jpg?k=79be6f6b86f99ac7ffd53aaf8884e31278a3fc9d73bc6d17038eb5ff06ac3697&o=
1129,Apartment,9.6,81,U Pujcovny 5,cz,Prague 1,4,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/132485173.jpg?k=c632a286d63f887be9a8e9a9d0d26565e37548217ed2bd40006413fefa8059e2&o=
1130,Hotel,0.0,1116,Sokolovská 138,cz,Prague 8,4,3.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/47598865.jpg?k=d05455c64226d5d42f61cf8acbdd2d016160cc34f7a0c2e111d0d95a813eb060&o=
1131,Apartment,9.3,132,25 Rybná,cz,Prague 1,4,0.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/314420943.jpg?k=5a262298df781f3153337897ac34e19bd3e3d8a4a4f29943a72f90e36ced4b48&o=
1132,Hotel,0.0,898,Jeremenkova 1835/106,cz,Prague 4,3,0.005,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/167833723.jpg?k=1a40d60196a59063cabbf2bcc03ad2df5d9de72a1e8d852c27677c7956a104b3&o=
1133,Apartment,9.5,63,Korunovační 11 Total reconstructed building in historical part,cz,Prague 7,3,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/132684398.jpg?k=99f18af2219e13defac108999168c58326a58c93c681c5b2482501e22f2806f1&o=
1134,other,10.0,1,4 Na Zatlance,cz,Prague 5,3,2.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/409642836.jpg?k=e254205f9e0cc9446fb63c1c7197565bfa383251f26b406f7e10e7ed1c996c24&o=
1135,Apartment,0.0,50,Bubenská 1158/17,cz,Prague 7,4,1.9,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/34430780.jpg?k=4f4427578abecf2aaf4ce16084edf07596bfe00be886d562396094284bbc8561&o=
1136,Apartment,0.0,135,Havanska 142/12,cz,Prague 7,4,1.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/332829276.jpg?k=5695adf24fc8bd246a6472eaddf0ae0bb1473fab3aba63832be33491f482ec3c&o=
1137,other,9.6,13,5 Balbínova,cz,Prague 2,3,1.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/354126397.jpg?k=cb2e3138668c9512a57327d51b11fd3ccd57603394c7550752bfed4e841140fb&o=
1138,Apartment,9.7,38,31 Nerudova,cz,Prague 1,3,1.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/366516300.jpg?k=1c8a56c1eb0e7dba5797e93c9fb230795764ed36f82cf49a0faf0f63f1c44c88&o=
1139,Apartment,0.0,37,Argentinská,cz,Prague 7,3,2.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/331394393.jpg?k=d560fa7677924a6cf8d4704690e1031320fde99a40d14147d3f546eb15d614e1&o=
1140,Apartment,9.4,89,Jindřicha Plachty 530/18,cz,Prague 5,4,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/138095324.jpg?k=ccf51d10aeffba9d23391cedbeec652e014c459afb955d92cfe480e0425f842b&o=
1141,Apartment,9.9,91,Liliova 1,cz,Prague 1,4,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/351473093.jpg?k=1a1afc500e87b1979478e988c4c8fe698fe9572e541560090f6c705d2c3cb69d&o=
1168,Apartment,9.6,7,Míšeňská 3,cz,Prague 1,3,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/46394385.jpg?k=8ffeae7dc06194a6c6b21f9023892903a2a194253a28fc00d3ef3159b61aedab&o=
1200,Apartment,0.0,58,S.K. Neumanna 19,cz,Prague 8,3,4.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/61182478.jpg?k=0d7cc1b10a147c81b496e85496cd1e6320807c32bcb8442cd51e3e66a9ac85df&o=
1201,Residence,0.0,5,699 Za Karlínským přístavem,cz,Prague 8,3,2.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/395876106.jpg?k=d4fcd4dcf0761155691d4ab66ead6f43a153d823f2e22e69655c9fb6a52d3ff8&o=
